Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2024-01-02,26.847415924072266,26.925585120298617,26.577380332697185,26.60580327701794,24043800
2024-01-03,27.68595314025879,27.7996530473942,26.76924611414351,26.861628135822162,52300200
2024-01-04,27.451448440551758,27.963096670471547,27.366171476548764,27.79965322236193,45344900
2024-01-05,27.515398025512695,27.81385919349266,27.295103322371077,27.6219901380117,35783700
2024-01-08,27.309316635131836,27.309316635131836,26.726604401750716,27.273785930329378,35158100
2024-01-09,27.074817657470703,27.53672509828603,27.02507411286842,27.479873783986353,27279000
2024-01-10,26.826095581054688,27.195620931575494,26.655544376652998,27.074813263703582,27382000
2024-01-11,27.053495407104492,27.110346712235764,26.79056489792093,26.989539044241525,26564400
2024-01-12,27.124553680419922,27.522504637706035,27.124553680419922,27.359061220647217,24479500
2024-01-15,27.41592025756836,27.44434320403926,26.904269269613774,26.99665130039888,13818300
2024-01-16,27.074817657470703,27.565150755435866,27.060607539715654,27.437238009081465,31277700
2024-01-17,26.918479919433594,27.110349024386366,26.875841436948647,26.982436287751185,27577300
2024-01-18,26.811885833740234,27.103242028652417,26.691080862815063,27.103242028652417,22987200
2024-01-19,26.669755935668945,26.932689142912043,26.456568973411294,26.868732783152815,31745200
2024-01-22,26.790565490722656,26.868734681598113,26.45657084273462,26.64843993556906,22753700
2024-01-23,27.124553680419922,27.266679215937756,26.598692723068787,26.890048851011745,32498500
2024-01-24,26.918479919433594,27.38749238348937,26.840310723621023,27.20983610603158,25415300
2024-01-25,27.913347244262695,27.913347244262695,27.096130176037136,27.188509467998028,48655300
2024-01-26,28.396581649780273,28.48896368255983,27.650425750117538,27.78544355893386,41378200
2024-01-29,28.830053329467773,28.84426615343321,28.3041923968415,28.424997334319244,30547500
2024-01-30,28.652406692504883,28.95087067410384,28.46053757093839,28.54581183247242,34829000
2024-01-31,28.965076446533203,29.306178863135344,28.552915318603148,28.588446029676852,57978900
2024-02-01,29.54068374633789,29.760978492466084,28.901120103268617,28.97928929417925,61629200
2024-02-02,29.156946182250977,29.689914992567452,29.14984112420736,29.5477921451387,36485600
2024-02-05,29.28485870361328,29.618853356479043,29.08588454998408,29.142733146384053,27703000
2024-02-06,29.554899215698242,30.09497312083421,29.32749939134418,29.455412131395807,35474600
2024-02-07,29.98837661743164,29.98837661743164,29.43408725419987,29.505151383239504,30648100
2024-02-08,29.74676513671875,30.166034026201757,29.746765136718746,30.059439183979855,25589100
2024-02-09,29.348812103271484,30.080757700255663,29.348812103271488,29.945737214662262,30388000
2024-02-14,29.12851905822754,29.419875190947284,29.036137052003475,29.206685528765725,18315300
2024-02-15,30.059438705444336,30.059438705444336,29.029031853374264,29.142731751551825,33246400
2024-02-16,30.336578369140625,30.4787039023798,29.888886599042973,29.910204480242175,37268900
2024-02-19,30.485816955566406,30.5142398984869,30.244204320415182,30.386327167476278,12826700
2024-02-20,30.16603660583496,30.428967138762065,29.917316189654464,30.393436425256187,42375400
2024-02-21,30.20867347717285,30.357906816640437,29.93863787604437,30.16603770374192,20873800
2024-02-22,29.98126983642578,30.329477303138386,29.70412650109301,30.32236953459069,32162800
2024-02-23,29.775188446044922,30.01680105335559,29.569106546405397,29.94573692719408,43924500
2024-02-26,30.336578369140625,30.365004017952273,29.7254431846046,29.775186714615447,25885700
2024-02-27,30.2939453125,30.428963090186077,30.116289057788112,30.34368884695378,27678100
2024-02-28,28.730566024780273,30.51423339936759,28.304192152769772,30.215772231124035,112322000
2024-02-29,28.52448844909668,29.306177613483435,28.318406538509493,28.844270256763107,61899800
2024-03-01,28.552919387817383,29.029036947861716,28.524493730579547,28.673724364848376,31248500
2024-03-04,28.481863021850586,28.957980666585957,28.439224528409365,28.616880851517255,21988000
2024-03-05,28.396581649780273,28.687937866251243,28.14786392016601,28.49606874162598,30293300
2024-03-06,29.02192497253418,29.02192497253418,28.503169050261622,28.56712540839491,45481000
2024-03-07,28.7021427154541,29.092985915108827,28.623973533359315,28.879798961735265,50199800
2024-03-08,26.079938888549805,26.33576433058332,24.942937225158545,25.51143941226384,230369800
2024-03-11,25.333782196044922,26.81898854637079,25.085061820910997,25.347992310446422,127528700
2024-03-12,26.165210723876953,26.456566848081465,25.696198360259473,25.831216126318463,76139100
2024-03-13,25.852540969848633,26.527635332800834,25.802797431498213,26.222066333894254,45140600
2024-03-14,25.738840103149414,26.23627546803835,25.68909656666052,26.1083654533665,39983400
2024-03-15,25.809900283813477,25.902282294634958,25.539862019545694,25.79568745823946,59362500
2024-03-18,25.824111938476562,26.094150190500336,25.22718684552985,25.873855470320525,35326100
2024-03-19,25.632244110107422,26.186530755122064,25.269826544709996,25.859643898360574,48540800
2024-03-20,26.079938888549805,26.108364540068937,25.447483051755462,25.745944260248343,39017900
2024-03-21,25.369312286376953,26.335762691316138,25.355099461502064,26.18652938553938,47220200
2024-03-22,25.618032455444336,25.738840123311586,25.177445684417822,25.51144032466439,34426800
2024-03-25,26.008874893188477,26.172321034852363,25.69620085733188,25.710413683164365,26951500
2024-03-26,25.767263412475586,26.05861957784719,25.703307048817457,26.05861957784719,24837800
2024-03-27,25.973339080810547,26.05150825212096,25.667770162498286,25.78147003599921,19995700
2024-03-28,26.5489501953125,26.66265008585867,25.916494384723247,25.93781226706965,31958200
2024-04-01,26.755033493041992,26.79766925996416,26.442356744576188,26.648438654097856,23697800
2024-04-02,27.444339752197266,27.465660347893674,26.840309520250027,26.87584023198465,45930700
2024-04-03,27.302213668823242,27.721482565187042,27.160090824620863,27.50119053018166,31437200
2024-04-04,26.989540100097656,28.055477715634623,26.598696849898012,27.33774758060033,165566800
2024-04-05,27.074817657470703,27.408812351931626,26.41393603824625,26.93269479336125,65469200
2024-04-08,27.451448440551758,27.757017451180065,26.811884764627475,27.02507175299569,36384400
2024-04-09,27.522510528564453,27.81386671886866,27.04639300011453,27.643318208398718,36989300
2024-04-10,28.133647918701172,28.23313499932814,27.472766356456727,27.522509896770213,55821500
2024-04-11,27.927562713623047,28.254449571872772,27.856501296027652,28.140749677228552,33195300
2024-04-12,27.671737670898438,28.46053188731933,27.50118918188921,28.226027037226807,39613500
2024-04-15,27.93467140197754,28.034158474215694,27.451446156118443,27.67173818441167,28692000
